scorer,,,Joerg,Joerg,Joerg,Joerg,Joerg,Joerg,Joerg,Joerg,Joerg,Joerg,Joerg,Joerg
labeled-data,testDogVideo_raw,img1175.png,163.28017663388235,73.26174278258956,,,185.20087892777477,144.7422937409344,146.1248444038796,130.1284922116728,151.84328848054716,118.69160405833763,133.09949956258117,108.20778991778039
labeled-data,testDogVideo_raw,img1280.png,235.39611026741247,68.49637271869989,,,,,,,226.8184441524111,170.47529208593855,199.8146804570364,175.2406621498282
labeled-data,testDogVideo_raw,img1282.png,245.56223307037706,81.52171755999828,,,,,,,225.5476788020405,169.20452673556795,199.1792977818511,173.96989679945762
labeled-data,testDogVideo_raw02100840,img0057.png,,,,,164.33273435198237,154.67621555713697,141.89913289426568,152.39483235804715,,,,
labeled-data,testDogVideo_raw02100840,img0179.png,133.53406116426962,56.19650746309248,191.32910220787875,63.04065706036199,123.64806730154699,130.72169196669373,,,197.41279073878496,123.87754236942422,189.42794954197055,117.03339277215474
labeled-data,testDogVideo_raw02100840,img0292.png,138.47705809563092,80.15103105353575,,,154.8269710224414,136.80538049759994,145.70143822608208,128.06007823442226,211.10108993332398,125.01823396896916,169.65596181652532,125.01823396896916
labeled-data,testDogVideo_raw02100840,img0327.png,135.43521383017782,59.2383517285456,206.15809300196267,63.42088759354363,153.30604888971484,137.56584156396323,131.2526779651798,126.91938663487733,198.55348233832987,127.29961716805897,211.10108993332398,132.62284463260193
labeled-data,testDogVideo_raw02100840,img0341.png,131.63290849836142,57.71742959581905,201.21509607060136,64.18134865990692,121.36668410245717,135.66468889805503,,,204.63717086923612,133.38330569896522,198.17325180514823,126.15892556851406
labeled-data,testDogVideo_raw02100840,img0533.png,128.97129476608995,94.98002184761967,182.9640304778827,111.71016530761179,71.55648425566247,139.0867636966898,75.7390201206605,128.4403087676039,,,,
labeled-data,testDogVideo_raw02100840,img0585.png,81.82270865156671,72.16618985672133,160.530429020166,67.98365399172329,87.90639718247294,133.76353623214683,,,156.7281236883496,130.34146143351208,,
labeled-data,testDogVideo_raw02100840,img0703.png,156.34789315516795,61.13950439445379,,,145.70143822608208,126.15892556851406,,,203.11624873650953,115.13224010624654,170.79665341607023,111.71016530761179
labeled-data,testDogVideo_raw02100840,img0800.png,190.1884106083338,56.576737996274126,127.83060316654503,64.94180972627018,192.46979380742366,119.6950065044262,184.8651831437909,126.53915610169571,128.5910642329083,128.4403087676039,138.47705809563092,134.14376676532848
labeled-data,testDogVideo_raw02100840,img0940.png,228.21146392649771,56.19650746309248,177.64080301333973,95.36025238080131,,,237.7172272560387,126.53915610169571,212.62201206605053,120.83569810397111,220.2266227296833,127.67984770124062
labeled-data,testDogVideo_raw02100840,img1047.png,226.69054179377116,56.19650746309248,165.85365648470892,66.46273185899673,211.86155099968724,119.31477597124456,228.97192499286098,126.91938663487733,163.5722732856191,126.91938663487733,176.11988088061318,133.00307516578357
labeled-data,testDogVideo_raw02100840,img1100.png,,,,,181.0628778119745,126.15892556851406,170.03619234970697,120.45546757078947,,,,
labeled-data,testDogVideo_raw02100840,img1244.png,152.54558782335158,59.618582261727234,,,162.05135115289255,138.3263026303265,137.33636649608601,136.42514996441832,186.0058747433358,122.35662023669767,173.45826714834172,115.51247063942816
labeled-data,testDogVideo_raw02100840,img1336.png,,,,,151.40489622380665,142.50883849532454,119.08530090336733,139.84722476305308,,,,
labeled-data,testDogVideo_raw02100840,img1373.png,,,,,109.19930704064471,169.88543688440254,81.06224758520344,163.80174835349632,,,,
labeled-data,testDogVideo_raw02100840,img1460.png,,,,,78.7808643861136,165.32267048622288,109.57953757382636,173.3075116830373,130.11198636563486,128.82053930078553,151.40489622380665,133.00307516578357
labeled-data,testDogVideo_raw02110900,img0014.png,,,,,109.70160107389282,135.99782115618856,80.77703877315227,139.56875477356394,,,,
labeled-data,testDogVideo_raw02110900,img0084.png,,,112.91544132953065,57.08018821219272,,,,,109.70160107389282,124.92792694232489,131.84138950162014,125.9992070275375
labeled-data,testDogVideo_raw02110900,img0154.png,131.84138950162014,57.794374935667804,130.05592269293246,115.28640617541137,,,,,,,,
labeled-data,testDogVideo_raw02110900,img0220.png,161.48013852583574,52.080881147867196,94.34658651917869,63.50786872346841,,,162.90851197278593,125.2850203040624,100.0600803069793,117.42896634583659,91.13274626354085,127.78467383622518
labeled-data,testDogVideo_raw02110900,img0234.png,156.83792482324776,56.00890812698011,93.6323997957036,62.079495276518266,,,163.622698696261,124.57083358058735,98.98880022176667,117.07187298409906,90.06146617832825,127.78467383622518
labeled-data,testDogVideo_raw02110900,img0277.png,159.33757835541053,54.93762804176749,121.12858864949402,109.93000574934831,,,163.97979205799854,123.85664685711227,,,155.0524580145601,128.14176719796274
labeled-data,testDogVideo_raw02110900,img0407.png,218.61507640384178,56.366001488717636,154.338271291085,67.43589570258132,,,225.39985027685503,118.14315306931165,,,155.40955137629766,127.0704871127501
labeled-data,testDogVideo_raw02110900,img0500.png,151.83861775892223,50.652507700917035,214.6870494247289,60.651121829568076,153.62408456760994,126.71339375101257,,,210.40192908387846,125.99920702753748,,
labeled-data,testDogVideo_raw02110900,img0519.png,148.26768414154685,51.009601062654575,215.0441427864664,60.29402846783055,154.33827129108502,127.0704871127501,,,209.68774236040338,126.35630038927503,203.61715521086523,116.71477962236152
labeled-data,testDogVideo_raw02110900,img0671.png,132.91266958683275,58.50856165914287,163.26560533452346,107.43035221718553,116.12928158516847,126.71339375101257,112.20125460605554,119.57152651626183,135.76941648073307,124.57083358058736,129.69882933119493,116.00059289888645
labeled-data,testDogVideo_raw02110900,img0771.png,88.27599936964053,51.00960106265459,150.05315095023457,63.5078687234684,91.8469329870159,129.21304728317534,87.20471928442792,122.0711800484246,136.48360320420812,124.21374021884981,141.1258169067961,114.57221945193629
labeled-data,testDogVideo_raw02110900,img0911.png,132.19848286335764,58.151468297405344,,,140.41163018332105,142.0684083057267,110.41578779736787,137.06910124140117,186.11958048572586,128.85595392143782,163.9797920579985,119.21443315452426
labeled-data,testDogVideo_raw02110900,img1260.png,143.98256380069643,49.93832097744197,116.84346830864355,52.0808811478672,146.12512397112164,98.14592481200957,152.90989784413483,93.50371110942157,,,128.27045588424477,106.71616549371046
labeled-data,testDogVideo_raw02110900,img1285.png,175.40677963359974,56.0089081269801,,,177.9064331657625,127.78467383622517,170.4074725692742,139.92584813530146,160.40885844062313,119.92861987799934,125.77080235208199,125.64211366579997
labeled-data,testDogVideo_raw02110900,img1302.png,172.55003273969942,56.72309485045517,,,178.62061988923756,127.07048711275009,172.19293937796186,138.85456805008886,161.8372318875733,118.14315306931165,126.12789571381951,126.35630038927505
labeled-data,testDogVideo_raw02110900,img1320.png,171.4787526544868,56.72309485045517,,,178.62061988923756,127.42758047448764,171.12165929274926,139.21166141182638,161.48013852583574,118.85733979278673,126.8420824372946,125.28502030406241
labeled-data,testDogVideo_raw02110900,img1440.png,153.98117792934744,88.86149740683356,,,125.77080235208199,139.21166141182638,165.05107214321112,137.4261946031387,205.04552865781534,118.5002464310492,,
labeled-data,testDogVideo_raw02110900,img1584.png,202.90296848739013,68.15008242605639,,,209.33064899866582,140.282941497039,168.264912398849,136.3549145179261,182.19155350661293,121.71408668668703,150.76733767370962,124.21374021884981
labeled-data,testDogVideo_raw071452,img0078.png,,,173.78638784261875,62.669995120686515,,,,,166.01902062677436,124.13350961128134,167.36986709909513,115.69071915927654
labeled-data,testDogVideo_raw071452,img0158.png,214.64949363032196,52.87635819636096,151.49742104932614,68.74880424612996,220.3905911376852,125.14664446552192,222.07914922808612,132.5763000632861,165.00588577253382,119.74325857623884,156.9008069386092,131.56316520904554
labeled-data,testDogVideo_raw071452,img0289.png,224.10541893656728,49.49924201555904,166.69444386293475,65.37168806532804,,,231.87278615241166,128.18604902824364,162.64190444597244,122.10723990280019,175.47494593301974,132.5763000632861
labeled-data,testDogVideo_raw071452,img0429.png,220.3905911376852,59.96830217604498,191.34739198278874,116.36614239543692,231.19736291625134,122.78266313896057,242.00413469481742,130.88774197288515,,,231.5350745343315,132.23858844520592
labeled-data,testDogVideo_raw071452,img0833.png,204.5181450879162,90.70005942134239,146.09403516004306,111.63817974231426,254.4994645637845,123.12037475704076,255.51259941802505,130.2123187367248,,,,
labeled-data,testDogVideo_raw071452,img1024.png,204.18043346983598,90.70005942134239,146.43174677812328,112.65131459655484,255.17488779994488,123.12037475704076,258.2142923626666,130.88774197288515,,,,
labeled-data,testDogVideo_raw071452,img1218.png,,,,,178.17663887766128,137.3042627164088,153.86140237588745,138.65510918872957,188.6456990381472,117.3792772496775,,
labeled-data,testDogVideo_raw071452,img1640.png,,,,,198.10162434439258,147.09789964073434,181.5537550584632,155.20297847465895,200.80331728903406,141.3568021333711,163.65503930021305,151.48815067577684
labeled-data,testDogVideo_raw071452,img1897.png,,,,,217.6888981930437,137.30426271640883,175.13723431493958,141.01909051529094,,,,
labeled-data,testDogVideo_raw071452,img1935.png,,,,,218.70203304728426,136.62883948024844,174.12409946069897,143.0453602237721,,,162.6419044459725,117.04156563159734
labeled-data,testDogVideo_raw071452,img2324.png,224.78084217272772,73.81447851733284,,,232.5482093885721,142.03222536953152,177.8389272595811,139.66824404297017,208.23297288679834,126.15977931976252,170.4092716618169,129.8746071186446
labeled-data,testDogVideo_raw071452,img2432.png,186.61942932966605,97.79200340102642,,,232.88592100665232,142.03222536953152,199.79018243479356,150.81272743961648,,,,
labeled-data,testDogVideo_raw071452,img2570.png,142.04149574308082,56.25347437716288,201.4787405251945,64.02084159300728,141.7037841250006,125.48435608360214,139.67751441651944,119.74325857623887,197.08848949015203,133.25172329944652,199.11475919863318,123.12037475704079
labeled-data,testDogVideo_raw071452,img3311.png,120.76566380402873,64.02084159300728,157.23851855668943,114.00216106887561,102.52923642769841,134.2648581536871,,,126.1690496933118,131.56316520904556,120.76566380402873,122.7826631389606
labeled-data,testDogVideo_raw071452,img3686.png,185.94400609350572,55.240339522922305,158.92707664709036,64.35855321108747,,,192.02281521894912,120.08097019431906,149.47115134084504,137.30426271640883,181.89146667654342,137.30426271640883
labeled-data,testDogVideo_raw071452,img4030.png,,,165.00588577253382,131.90087682712576,,,,,135.96268661763736,138.3173975706494,,
labeled-data,testDogVideo_raw071452,img4252.png,141.7037841250006,60.64372541220538,152.17284428548652,77.52930631621496,133.59870529107604,116.02843077735676,156.22538370244882,114.00216106887561,139.00209118035906,139.33053242488998,168.72071357141596,136.29112786216825
labeled-data,testDogVideo_raw071452,img4379.png,150.8219978131658,59.29287893988461,128.53303101987314,87.99836647670088,141.7037841250006,120.75639343047945,165.00588577253382,119.06783534007849,118.73939409554758,127.51062579208326,165.34359739061398,126.49749093784271
labeled-data,testDogVideo_raw071452,img4494.png,148.12030486852422,61.65686026644595,148.12030486852422,128.52376064632384,,,,,,,,
